,,m/z,time,Intens.,SN,Quality Fac.,Res.,Area,Rel. Intens.,FWHM,Chi^2,Bk. Peak
3uL_HP_0_A10_1,9,1895.5597982808365,46608.61062581456,587.0388329576606,8.51880009752593,2078.068610672045,8149.65729087497,408.757314858248,0.10309392905358417,0.23259380494481183,1232.043179849013,0.0
3uL_HP_0_A10_1,10,2020.606889392298,48112.345437325144,4130.796057343041,63.82024611105209,20971.6165477671,9220.661579093308,2929.8765083443973,0.7254375209301754,0.21913903596394538,33428.9252990875,0.0
3uL_HP_0_A10_1,11,2051.5771837321813,48477.50390708019,1364.598448118059,20.25543491236845,1766.146637459578,9851.763985369727,891.3728733966564,0.2396465237029059,0.20824465413289003,16831.17941491005,0.0
3uL_HP_0_A10_1,12,2078.5714782172604,48793.53425793884,1373.065524308421,20.64878208206746,3105.989583391832,8999.611938253256,993.912579915631,0.2411334852172959,0.23096234509648117,14575.43785305853,0.0
3uL_HP_0_A10_1,13,2126.4871270446697,49349.469342662036,590.9011607761258,8.525875037877192,1970.030839223516,8867.407137646904,418.55061518028464,0.10377221901967107,0.23980934832873413,1446.286999605673,0.0
3uL_HP_0_A10_1,14,2168.5704720362096,49832.57604475729,734.4579153167805,10.60190404956505,1473.339782044115,9253.779167454546,510.2321977069445,0.1289832085435012,0.23434430763844585,2655.053180357134,0.0
3uL_HP_0_A10_1,15,2179.6429413270153,49958.90231599988,955.8197570543846,13.84148238990978,3527.321178653453,9517.294367237106,665.4321392171396,0.16785808483113723,0.2290191788992412,3867.779902994463,0.0
3uL_HP_0_A10_1,16,2208.527976973049,50286.94624877352,5694.213406616222,88.6725967508888,25333.96326781737,8981.473114351646,4623.645367752808,1.0,0.24589818940102437,102864.7817912763,0.0
3uL_HP_0_A10_1,17,2234.6458933995764,50581.717063023134,4501.843656735392,71.39901689419487,23082.45078477157,9641.142026492698,3439.646013336751,0.7905997431540955,0.2317822813167816,52899.33818739557,0.0
3uL_HP_0_A10_1,18,2250.6262560661257,50761.222580039204,541.1865038333556,7.27647183374298,724.6567739294242,9198.403939886117,367.49652451285755,0.09504148601184143,0.24467573622277672,2573.968663735941,0.0
3uL_HP_0_A10_1,19,2364.5670733527763,52023.00678368302,779.319939480436,11.32813915524105,1890.625266053137,10224.68230041142,537.0552377384465,0.13686173731650597,0.23126068897589427,2768.016711186188,0.0
3uL_HP_0_A10_1,20,2432.6870051178403,52762.8391124051,866.9764539643211,12.74373591362047,1376.214238199015,9126.82048092398,702.8028357623174,0.15225570101692423,0.26654265964827656,9619.983072980513,0.0
3uL_HP_0_A10_1,21,2464.5688928307045,53105.52993282079,3036.916391806556,48.5799281646845,11439.32974344857,9666.866835430379,2585.4867764403307,0.5333337855370684,0.2549501234254852,49483.85981547321,0.0
3uL_HP_0_A10_1,22,2708.7060308606247,55659.25846440041,1091.587077087731,18.05555595347532,3819.489640764544,10187.19752806313,969.2791288120501,0.19170111815960283,0.26589314906271627,9321.202980887634,0.0
