,,m/z,time,Intens.,SN,Quality Fac.,Res.,Area,Rel. Intens.,FWHM,Chi^2,Bk. Peak,name,hep/hhep,SAA/IS_SAA
125_standard_0_G10_1,3,2820.111349,30092.07816,7155,40.53025216,,586.3461642,38147.45961,1,4.809635537,,0,125_standard,0.817071103,1.26756535
125_standard_0_G9_1,0,1527.625157,22253.86662,4261,33.77385123,,641.7026651,9197.5012,0.674635845,2.380580977,,0,125_standard,0.825220732,1.235996211
125_standard_0_G9_1,1,1538.644092,22332.67617,3435,26.07807161,,921.1989901,7441.366827,0.543856871,1.670262461,,0,125_standard,0.825220732,1.235996211
125_standard_0_G9_1,2,2791.888194,29943.40729,5247,33.53299301,,586.2165475,26702.19727,0.830747308,4.762554393,,0,125_standard,0.825220732,1.235996211
125_standard_0_G9_1,3,2820.075314,30091.88883,6316,41.27378771,,591.1378438,32357.64231,1,4.770588356,,0,125_standard,0.825220732,1.235996211
250_standard_0_G7_1,0,1527.556782,22253.3767,6066,58.97771889,,633.9120329,13738.05896,0.7812983,2.409729904,,0,250_standard,1.66976132,2.285622005
250_standard_0_G7_1,1,1538.598129,22332.34803,2772,23.42920909,,935.9842257,6010.643463,0.357032457,1.643829123,,0,250_standard,1.66976132,2.285622005
250_standard_0_G7_1,2,2791.878671,29943.357,7764,60.73964823,,557.1414652,40083.12843,1,5.011076801,,0,250_standard,1.66976132,2.285622005
250_standard_0_G7_1,3,2819.929113,30091.12062,4661,34.11829543,,624.0345294,24005.30421,0.600334879,4.518867114,,0,250_standard,1.66976132,2.285622005
250_standard_0_G8_1,0,1527.541423,22253.26664,3082,32.23201764,,650.5729366,6129.624496,0.79167737,2.347994109,,0,250_standard,1.660175746,2.279923789
250_standard_0_G8_1,1,1538.566832,22332.12458,1590,13.21652918,,947.7994691,2688.521663,0.408425379,1.623304172,,0,250_standard,1.660175746,2.279923789
250_standard_0_G8_1,2,2792.327746,29945.72855,3893,38.8437837,,629.8961919,17696.619,1,4.43299671,,0,250_standard,1.660175746,2.279923789
250_standard_0_G8_1,3,2820.419315,30093.69626,2430,21.71666771,,653.8600375,10659.48533,0.624197277,4.31349089,,0,250_standard,1.660175746,2.279923789
