level_0,level_1,m/z,time,Intens.,SN,Quality Fac.,Res.,Area,Rel. Intens.,FWHM,Chi^2,Bk. Peak,Tail,id,name,hep/hhep,SAA/IS_SAA,tag,hep avg,hep std,hep CV,SAA avg,SAA std,SAA CV
12_1_0_C12_1,0,1526.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,12,C12,12_1,0.0,0.0,,,,,,,
12_1_0_C12_1,1,1537.996458335919,22328.05206657604,10964.0,12.19041182777744,,578.7592615489057,31789.41810520786,0.8077801517719001,2.6574027588255826,,0.0,12,C12,,,,,,,,,,
12_1_0_C12_1,2,2791.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,12,C12,,,,,,,,,,
12_1_0_C12_1,3,2820.132106537491,30092.18722826773,13573.0,37.77546293583567,,510.7376526897173,73606.00818420261,1.0,5.521684355335309,,0.0,12,C12,,,,,,,,,,
12_2_0_D1_1,0,1526.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1,D01,12_2,0.01989940811975219,0.0,12_2,0.009949704059876096,0.010636681054814304,106.90449676496976,0.0,0.0,
12_2_0_D1_1,1,1538.504658686761,22331.680696459698,9742.0,9.431911704565163,,555.567569402891,27128.01015545752,0.6530366000804397,2.7692485008444687,,0.0,1,D01,,,,,,,,,,
12_2_0_D1_1,2,2788.935267169665,29927.808249931175,2050.0,1.142405794435,,530.3057036593367,1642.723999403246,0.13741788443491085,5.25910856308883,,0.0,1,D01,,,,,,,,,,
12_2_0_D1_1,3,2821.006704774211,30096.782247626164,14918.0,42.70242664142279,,491.3523543920829,82551.39999730318,1.0,5.741311056226549,,0.0,1,D01,,,,,,,,,,
12_2_0_D2_1,0,1526.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2,D02,12_2,0.0,0.0,,,,,,,
12_2_0_D2_1,1,1538.690740934024,22333.00920133952,10780.0,8.377534204089505,,544.9362056159381,30150.0273316459,0.6429679112489562,2.823616278523559,,0.0,2,D02,,,,,,,,,,
12_2_0_D2_1,2,2791.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2,D02,,,,,,,,,,
12_2_0_D2_1,3,2821.248602732734,30098.05301887269,16766.0,41.65727595261006,,496.3076807490648,95907.8035103575,1.0,5.684474998401584,,0.0,2,D02,,,,,,,,,,
12_3_0_D3_1,0,1528.951156090804,22263.3655856404,3769.0,1.063298363976488,,601.4654002043978,4811.519447263972,0.15571162982854783,2.5420434086004216,,0.0,3,D03,12_3,0.16521696785982012,0.08181151892736319,12_3,0.16563056808150256,0.00044215723561449714,0.26695388462166164,0.04090575946368159,0.043730096302537796,106.90449676496975
12_3_0_D3_1,1,1538.815144709128,22333.897317225255,19105.0,13.58767909357972,,517.748969223679,58812.2493060654,0.7892997314604421,2.972125945545487,,0.0,3,D03,,,,,,,,,,
12_3_0_D3_1,2,2793.269835756641,29950.703043845788,6043.0,6.025823524246713,,475.1101501036602,23611.1713547629,0.24965916133030366,5.879204717363335,,0.0,3,D03,,,,,,,,,,
12_3_0_D3_1,3,2821.59618361367,30099.87888131618,24205.0,40.72393243140824,,479.5466943325791,142910.0876297162,1.0,5.883882043104678,,0.0,3,D03,,,,,,,,,,
12_3_0_D4_1,0,1526.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,4,D04,12_3,0.16604416830318502,0.0,,,,,,,
12_3_0_D4_1,1,1539.220596683001,22336.7915784991,18855.0,9.268520087675302,,500.9450674974279,58275.82418307373,0.7083818612165158,3.0726335012589066,,0.0,4,D04,,,,,,,,,,
12_3_0_D4_1,2,2793.960715452819,29954.350542629516,6002.0,4.758004920837817,,462.666472282587,26850.13415815845,0.22549498440846075,6.038822527313641,,0.0,4,D04,,,,,,,,,,
12_3_0_D4_1,3,2822.199725420008,30103.04905041676,26617.0,34.23190977631349,,479.4040394941762,161704.7706796422,1.0,5.886891834281868,,0.0,4,D04,,,,,,,,,,
5_12_0_D5_1,0,1526.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,5,D05,5_12,0.20168911966123146,0.0,5_12,0.20170115990722434,1.2871564411350235e-05,0.0063815024253061885,0.0,0.0,
5_12_0_D5_1,1,1538.974493502461,22335.03485187153,26214.0,15.94509715097301,,514.8488992122751,80224.7923456757,0.7127436852551728,2.989177010686262,,0.0,5,D05,,,,,,,,,,
5_12_0_D5_1,2,2793.587948696399,29952.382577647528,8876.0,4.041453128641553,,455.4129436125817,46437.67849901373,0.241333369585905,6.134186539662551,,0.0,5,D05,,,,,,,,,,
